status,medicine_id,canonical_name,raw_names,proposed_category_id,category_name,confidence,source_categories,source_pages,detail_urls,reason
already_present,,安神胶囊,安神胶囊(刻康),13,,0.0,偏头痛,https://ypk.39.net/piantoutong/,https://ypk.39.net/569763/,人工审计按 PDF 类别边界修正
already_present,,复方羊角颗粒,复方羊角颗粒(秀江),3,,0.92,偏头痛,https://ypk.39.net/piantoutong/,https://ypk.39.net/510140/,疼痛页且药名含镇痛成分/特征
already_present,,康复新液,康复新液(好医生),5,,0.92,胃肠溃疡,https://ypk.39.net/kuiyang/,https://ypk.39.net/509196/,来源功效分类直接映射
already_present,,奥美拉唑肠溶胶囊,奥美拉唑肠溶胶囊(诺捷康) | 奥美拉唑肠溶胶囊(洛赛克),5,,0.92,胃肠溃疡 | 助消化,https://ypk.39.net/kuiyang/ | https://ypk.39.net/zhuxiaohua/,https://ypk.39.net/577350/ | https://ypk.39.net/508348/,来源功效分类直接映射
already_present,,铝碳酸镁咀嚼片,铝碳酸镁咀嚼片(达喜/曾用名:铝碳酸镁片),5,,0.92,胃肠溃疡 | 助消化,https://ypk.39.net/kuiyang/ | https://ypk.39.net/zhuxiaohua/,https://ypk.39.net/508306/,来源功效分类直接映射
already_present,,枸橼酸铋钾颗粒,枸橼酸铋钾颗粒（非处方）(丽珠得乐),5,,0.92,胃肠溃疡,https://ypk.39.net/kuiyang/,https://ypk.39.net/502020/,来源功效分类直接映射
already_present,,附子理中丸,附子理中丸,5,,0.92,胃肠溃疡 | 胃脘疼痛,https://ypk.39.net/kuiyang/ | https://ypk.39.net/weiwantengtong/,https://ypk.39.net/508586/,来源功效分类直接映射
already_present,,复方铝酸铋片,复方铝酸铋片(胃必治),5,,0.92,胃肠溃疡,https://ypk.39.net/kuiyang/,https://ypk.39.net/501677/,来源功效分类直接映射
already_present,,吗丁啉混悬液,吗丁啉混悬液(吗丁啉),5,,0.92,胃肠溃疡,https://ypk.39.net/kuiyang/,https://ypk.39.net/500780/,来源功效分类直接映射
already_present,,艾司奥美拉唑镁肠溶片,艾司奥美拉唑镁肠溶片(耐信),5,,0.92,胃肠溃疡,https://ypk.39.net/kuiyang/,https://ypk.39.net/498211/,来源功效分类直接映射
already_present,,胶体果胶铋胶囊,胶体果胶铋胶囊,5,,0.92,胃肠溃疡,https://ypk.39.net/kuiyang/,https://ypk.39.net/586042/,来源功效分类直接映射
already_present,,四磨汤口服液,四磨汤口服液(汉森) | 四磨汤口服液,5,,0.92,助消化 | 止泻 | 痔疮便秘便血 | 眼科用药,https://ypk.39.net/zhuxiaohua/ | https://ypk.39.net/zhixie/ | https://ypk.39.net/zhichuang/ | https://ypk.39.net/yanke/,https://ypk.39.net/509910/,来源功效分类直接映射
review_curated_rejection,,吗丁啉片剂10mgOTC,吗丁啉片剂10mgOTC(吗丁啉),,,0.92,助消化,https://ypk.39.net/zhuxiaohua/,https://ypk.39.net/500781/,人工审计判定名称含包装规格、残缺括号或缺少有效商品名
already_present,,胃康灵胶囊,胃康灵胶囊(葵花),5,,0.92,助消化 | 止泻 | 胃脘疼痛,https://ypk.39.net/zhuxiaohua/ | https://ypk.39.net/zhixie/ | https://ypk.39.net/weiwantengtong/,https://ypk.39.net/509904/,来源功效分类直接映射
already_present,,乳酸菌素片,乳酸菌素片(为消),5,,0.92,助消化 | 止泻,https://ypk.39.net/zhuxiaohua/ | https://ypk.39.net/zhixie/,https://ypk.39.net/508333/,来源功效分类直接映射
already_present,,归脾丸,归脾丸,13,,0.92,助消化,https://ypk.39.net/zhuxiaohua/,https://ypk.39.net/508645/,人工审计按 PDF 类别边界修正
already_present,,醒脾养儿颗粒,醒脾养儿颗粒(健兴),5,,0.92,助消化 | 止泻 | 小儿胃肠用药,https://ypk.39.net/zhuxiaohua/ | https://ypk.39.net/zhixie/ | https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/508772/,来源功效分类直接映射
already_present,,健胃消食片,健胃消食片(江中),5,,0.92,助消化,https://ypk.39.net/zhuxiaohua/,https://ypk.39.net/568675/,来源功效分类直接映射
already_present,,蒙脱石散,蒙脱石散(思密达),5,,0.92,止泻 | 小儿胃肠用药,https://ypk.39.net/zhixie/ | https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/674770/,来源功效分类直接映射
already_present,,丁桂儿脐贴,丁桂儿脐贴(亚宝/丁桂),5,,0.92,止泻,https://ypk.39.net/zhixie/,https://ypk.39.net/666123/,来源功效分类直接映射
already_present,,补中益气丸,补中益气丸(九芝堂),13,,0.92,止泻,https://ypk.39.net/zhixie/,https://ypk.39.net/670065/,人工审计按 PDF 类别边界修正
already_present,,藿香正气口服液,藿香正气口服液(太极),5,,0.92,止泻,https://ypk.39.net/zhixie/,https://ypk.39.net/509794/,来源功效分类直接映射
already_present,,三九胃泰颗粒,三九胃泰颗粒(三九胃泰/999),5,,0.92,胃脘疼痛,https://ypk.39.net/weiwantengtong/,https://ypk.39.net/509921/,来源功效分类直接映射
already_present,,木香顺气丸,木香顺气丸(同仁堂制药),5,,0.92,胃脘疼痛,https://ypk.39.net/weiwantengtong/,https://ypk.39.net/509907/,来源功效分类直接映射
already_present,,胃炎宁颗粒,胃炎宁颗粒(远达),5,,0.92,胃脘疼痛,https://ypk.39.net/weiwantengtong/,https://ypk.39.net/509919/,来源功效分类直接映射
review_database_conflict,,舒肝和胃丸,舒肝和胃丸,5,,0.92,胃脘疼痛,https://ypk.39.net/weiwantengtong/,https://ypk.39.net/509863/,数据库类别 13 与抓取类别 5 冲突
already_present,,三九胃泰胶囊,三九胃泰胶囊(三九999),5,,0.92,胃脘疼痛,https://ypk.39.net/weiwantengtong/,https://ypk.39.net/509871/,来源功效分类直接映射
already_present,,摩罗丹,摩罗丹(华山牌),5,,0.92,胃脘疼痛,https://ypk.39.net/weiwantengtong/,https://ypk.39.net/509901/,来源功效分类直接映射
already_present,,气滞胃痛颗粒,气滞胃痛颗粒(999/三九医药/曙光),5,,0.92,胃脘疼痛,https://ypk.39.net/weiwantengtong/,https://ypk.39.net/509841/,来源功效分类直接映射
already_present,,香砂养胃丸,香砂养胃丸,5,,0.92,胃脘疼痛,https://ypk.39.net/weiwantengtong/,https://ypk.39.net/624772/,来源功效分类直接映射
already_present,,龙牡壮骨颗粒,龙牡壮骨颗粒(龙牡),5,,0.92,小儿胃肠用药,https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/508794/,来源功效分类直接映射
already_present,,健儿消食口服液,健儿消食口服液(葵花),5,,0.92,小儿胃肠用药,https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/760767/,来源功效分类直接映射
already_present,,山麦健脾口服液,山麦健脾口服液(好娃友),5,,0.92,小儿胃肠用药,https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/584062/,来源功效分类直接映射
already_present,,启脾丸,启脾丸(同仁堂),5,,0.92,小儿胃肠用药,https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/508784/,来源功效分类直接映射
already_present,,婴儿健脾颗粒,婴儿健脾颗粒(脾可欣),5,,0.92,小儿胃肠用药,https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/508783/,来源功效分类直接映射
already_present,,化积口服液,化积口服液(鹿迪),5,,0.92,小儿胃肠用药,https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/508819/,来源功效分类直接映射
already_present,,健脾消食丸,健脾消食丸(同仁堂),5,,0.92,小儿胃肠用药,https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/508785/,来源功效分类直接映射
already_present,,小儿腹泻贴,小儿腹泻贴,5,,0.92,小儿胃肠用药,https://ypk.39.net/xiaoerweichang/,https://ypk.39.net/682173/,来源功效分类直接映射
already_present,,马应龙麝香痔疮膏,马应龙麝香痔疮膏(马应龙),15,,0.9,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/510169/,药名明确是肛肠用药
review_unclassified,,天王补心丸,天王补心丸(同仁堂),,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/508631/,痔疮/便秘混合页面，药名无法确定边界
already_present,,化痔栓,化痔栓(白云山/敬修堂),15,,0.9,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/510172/,药名明确是肛肠用药
review_unclassified,,补脾益肠丸,补脾益肠丸,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/509874/,痔疮/便秘混合页面，药名无法确定边界
review_unclassified,,牛黄清胃丸,牛黄清胃丸(同仁堂),,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/573048/,痔疮/便秘混合页面，药名无法确定边界
already_present,,糖脉康颗粒,糖脉康颗粒(升和),11,,0.92,痔疮便秘便血 | 糖尿病,https://ypk.39.net/zhichuang/ | https://ypk.39.net/tangniaobing/,https://ypk.39.net/509824/,来源功效分类直接映射
already_present,,乳果糖口服溶液,乳果糖口服溶液,6,,0.9,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/505308/,药名明确是通便药
review_unclassified,,复方角菜酸酯栓,复方角菜酸酯栓,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/508555/,痔疮/便秘混合页面，药名无法确定边界
already_present,,麻仁软胶囊,麻仁软胶囊,6,,0.9,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/508584/,药名明确是通便药
review_unclassified,,余麦口咽合剂,余麦口咽合剂,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/509443/,痔疮/便秘混合页面，药名无法确定边界
review_unclassified,,木香槟榔丸,木香槟榔丸,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/509974/,痔疮/便秘混合页面，药名无法确定边界
review_unclassified,,清心明目上清丸,清心明目上清丸,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/510166/,痔疮/便秘混合页面，药名无法确定边界
already_present,,痔根断片,痔根断片,15,,0.9,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/510182/,药名明确是肛肠用药
review_unclassified,,固本益肠片,固本益肠片,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/568607/,痔疮/便秘混合页面，药名无法确定边界
review_unclassified,,达立通颗粒,达立通颗粒,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/580410/,痔疮/便秘混合页面，药名无法确定边界
review_unclassified,,胆宁片,胆宁片,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/588701/,痔疮/便秘混合页面，药名无法确定边界
review_unclassified,,复方聚乙二醇电解质散,复方聚乙二醇电解质散(Ⅳ),,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/591454/,痔疮/便秘混合页面，药名无法确定边界
already_present,,肛泰栓,肛泰栓,15,,0.9,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/680359/,药名明确是肛肠用药
already_present,,京万红痔疮膏,京万红痔疮膏,15,,0.9,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/853752/,药名明确是肛肠用药
review_unclassified,,润肠通秘茶,润肠通秘茶,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/863333/,痔疮/便秘混合页面，药名无法确定边界
review_unclassified,,小麦纤维素颗粒,小麦纤维素颗粒,,,0.0,痔疮便秘便血,https://ypk.39.net/zhichuang/,https://ypk.39.net/2002518/,痔疮/便秘混合页面，药名无法确定边界
review_category_conflict,,多维元素片,多维元素片(29)(善存) | 多维元素片(29-II)(银善存) | 多维元素片（金施尔康）(金施尔康) | 多维元素片（金施尔康） | 多维元素片(29) | 多维元素片(21),7 | 16,,0.92,补钙补锌-药品 | 补铁补硒-药品 | 维生素-药品 | 叶酸-药品 | 微量元素-药品 | 补钙补锌-保健品,https://ypk.39.net/bugaibuxin/c1 | https://ypk.39.net/butie/c1 | https://ypk.39.net/weishengsu/c1 | https://ypk.39.net/yesuan/c1 | https://ypk.39.net/weiliangyuansu/c1 | https://ypk.39.net/bugaibuxin/c3,https://ypk.39.net/505630/ | https://ypk.39.net/505631/ | https://ypk.39.net/505695/ | https://ypk.39.net/590277/,"来源给出多个类别：[7, 16]"
review_category_conflict,,仙灵骨葆胶囊,仙灵骨葆胶囊(同济堂/中国药材),7 | 16,,0.92,补钙补锌-药品 | 补钙补锌-保健品,https://ypk.39.net/bugaibuxin/c1 | https://ypk.39.net/bugaibuxin/c3,https://ypk.39.net/509177/,"来源给出多个类别：[7, 16]"
review_category_conflict,,碳酸钙D3片,碳酸钙D3片(钙尔奇) | 碳酸钙D3片(Ⅰ)(钙尔奇D),7 | 16,,0.92,补钙补锌-药品 | 补钙补锌-保健品,https://ypk.39.net/bugaibuxin/c1 | https://ypk.39.net/bugaibuxin/c3,https://ypk.39.net/630305/ | https://ypk.39.net/630303/,"来源给出多个类别：[7, 16]"
review_category_conflict,,驴胶补血颗粒,驴胶补血颗粒(九芝堂),7 | 14 | 16,,0.92,补钙补锌-药品 | 月经不调 | 补钙补锌-保健品,https://ypk.39.net/bugaibuxin/c1 | https://ypk.39.net/yuejingbutiao/ | https://ypk.39.net/bugaibuxin/c3,https://ypk.39.net/563887/,"来源给出多个类别：[7, 14, 16]"
review_category_conflict,,多维元素胶囊,多维元素胶囊(13)(康耐得) | 多维元素胶囊(13),7 | 16,,0.92,补钙补锌-药品 | 补铁补硒-药品 | 维生素-药品 | 叶酸-药品 | 微量元素-药品 | 补钙补锌-保健品,https://ypk.39.net/bugaibuxin/c1 | https://ypk.39.net/butie/c1 | https://ypk.39.net/weishengsu/c1 | https://ypk.39.net/yesuan/c1 | https://ypk.39.net/weiliangyuansu/c1 | https://ypk.39.net/bugaibuxin/c3,https://ypk.39.net/505718/,"来源给出多个类别：[7, 16]"
review_category_conflict,,葡萄糖酸钙注射液,葡萄糖酸钙注射液,7 | 11 | 16,,0.92,补钙补锌-药品 | 甲状腺功能减退 | 补钙补锌-保健品,https://ypk.39.net/bugaibuxin/c1 | https://ypk.39.net/jzxjt/ | https://ypk.39.net/bugaibuxin/c3,https://ypk.39.net/701649/ | https://ypk.39.net/701699/,"来源给出多个类别：[7, 11, 16]"
review_category_conflict,,葡萄糖酸钙锌口服溶液,葡萄糖酸钙锌口服溶液(扶娃/新盖金典) | 葡萄糖酸钙锌口服溶液(锌钙特) | 葡萄糖酸钙锌口服溶液,7 | 16,,0.92,补钙补锌-药品 | 维生素-药品 | 补钙补锌-保健品,https://ypk.39.net/bugaibuxin/c1 | https://ypk.39.net/weishengsu/c1 | https://ypk.39.net/bugaibuxin/c3,https://ypk.39.net/701771/ | https://ypk.39.net/504566/,"来源给出多个类别：[7, 16]"
already_present,,健脾生血颗粒,健脾生血颗粒(健民),7,,0.92,补铁补硒-药品,https://ypk.39.net/butie/c1,https://ypk.39.net/590283/,来源功效分类直接映射
already_present,,硒酵母片,硒酵母片(西维尔),7,,0.92,补铁补硒-药品,https://ypk.39.net/butie/c1,https://ypk.39.net/507353/,来源功效分类直接映射
already_present,,多糖铁复合物胶囊,多糖铁复合物胶囊(红源达),7,,0.92,补铁补硒-药品,https://ypk.39.net/butie/c1,https://ypk.39.net/500802/,来源功效分类直接映射
already_present,,福乃得维铁缓释片,福乃得维铁缓释片(福乃得) | 福乃得维铁缓释片,7,,0.92,补铁补硒-药品 | 维生素-药品,https://ypk.39.net/butie/c1 | https://ypk.39.net/weishengsu/c1,https://ypk.39.net/501535/,来源功效分类直接映射
already_present,,硫酸亚铁片,硫酸亚铁片(双海),7,,0.92,补铁补硒-药品,https://ypk.39.net/butie/c1,https://ypk.39.net/505700/,来源功效分类直接映射
already_present,,富马酸亚铁咀嚼片,富马酸亚铁咀嚼片,7,,0.92,补铁补硒-药品,https://ypk.39.net/butie/c1,https://ypk.39.net/588823/,来源功效分类直接映射
review_category_conflict,,小儿多维生素咀嚼片,小儿多维生素咀嚼片(10)(小施尔康),7 | 16,,0.92,维生素-药品 | 维生素-保健品,https://ypk.39.net/weishengsu/c1 | https://ypk.39.net/weishengsu/c3,https://ypk.39.net/630256/,"来源给出多个类别：[7, 16]"
review_category_conflict,,小儿九维片,小儿九维片,7 | 16,,0.92,维生素-药品 | 维生素-保健品,https://ypk.39.net/weishengsu/c1 | https://ypk.39.net/weishengsu/c3,https://ypk.39.net/590806/,"来源给出多个类别：[7, 16]"
review_category_conflict,,小儿维生素颗粒,小儿维生素颗粒,7 | 16,,0.92,维生素-药品 | 维生素-保健品,https://ypk.39.net/weishengsu/c1 | https://ypk.39.net/weishengsu/c3,https://ypk.39.net/773113/,"来源给出多个类别：[7, 16]"
already_present,,维生素AD滴剂,维生素AD滴剂,7,,0.92,维生素-药品,https://ypk.39.net/weishengsu/c1,https://ypk.39.net/497169/,来源功效分类直接映射
already_present,,异维A酸软胶囊,异维A酸软胶囊,17,,0.92,维生素-药品,https://ypk.39.net/weishengsu/c1,https://ypk.39.net/497512/,人工审计按 PDF 类别边界修正
already_present,,左卡尼汀口服溶液,左卡尼汀口服溶液,7,,0.92,维生素-药品,https://ypk.39.net/weishengsu/c1,https://ypk.39.net/500634/,来源功效分类直接映射
already_present,,叶酸片,叶酸片(斯利安) | 叶酸片 | 叶酸片(联环) | 叶酸片(信谊) | 叶酸片(蕴安),7,,0.92,叶酸-药品,https://ypk.39.net/yesuan/c1,https://ypk.39.net/508503/ | https://ypk.39.net/508214/ | https://ypk.39.net/507022/ | https://ypk.39.net/508499/ | https://ypk.39.net/888418/,来源功效分类直接映射
already_present,,五维葡钙口服溶液,五维葡钙口服溶液(贝友),7,,0.92,叶酸-药品,https://ypk.39.net/yesuan/c1,https://ypk.39.net/856494/,来源功效分类直接映射
already_present,,维生素B1注射液,维生素B1注射液,7,,0.92,叶酸-药品,https://ypk.39.net/yesuan/c1,https://ypk.39.net/885056/,来源功效分类直接映射
already_present,,烟酰胺片,烟酰胺片(力生),7,,0.92,叶酸-药品,https://ypk.39.net/yesuan/c1,https://ypk.39.net/764594/,来源功效分类直接映射
already_present,,维生素C泡腾片,维生素C泡腾片,7,,0.92,微量元素-药品,https://ypk.39.net/weiliangyuansu/c1,https://ypk.39.net/506953/,来源功效分类直接映射
already_present,,维生素E软胶囊,维生素E软胶囊,7,,0.92,微量元素-药品,https://ypk.39.net/weiliangyuansu/c1,https://ypk.39.net/508210/,来源功效分类直接映射
already_present,,维生素B6片,维生素B6片,7,,0.92,微量元素-药品,https://ypk.39.net/weiliangyuansu/c1,https://ypk.39.net/508239/,来源功效分类直接映射
already_present,,亚硒酸钠片,亚硒酸钠片,7,,0.92,微量元素-药品,https://ypk.39.net/weiliangyuansu/c1,https://ypk.39.net/576567/,来源功效分类直接映射
review_category_conflict,,维生素C片,维生素C片,7 | 16,,0.92,微量元素-药品 | 维生素-保健品,https://ypk.39.net/weiliangyuansu/c1 | https://ypk.39.net/weishengsu/c3,https://ypk.39.net/621508/ | https://ypk.39.net/621512/ | https://ypk.39.net/514606/,"来源给出多个类别：[7, 16]"
already_present,,丙酸倍氯米松鼻气雾剂,丙酸倍氯米松鼻气雾剂(伯克纳),8,,0.92,抗过敏,https://ypk.39.net/guomin/,https://ypk.39.net/760268/,来源功效分类直接映射
already_present,,氯雷他定片,氯雷他定片(息斯敏) | 氯雷他定片(开瑞坦),8,,0.92,抗过敏,https://ypk.39.net/guomin/,https://ypk.39.net/498388/ | https://ypk.39.net/502873/,来源功效分类直接映射
already_present,,马来酸氯苯那敏片,马来酸氯苯那敏片(力生) | 马来酸氯苯那敏片,8,,0.92,抗过敏,https://ypk.39.net/guomin/,https://ypk.39.net/689361/ | https://ypk.39.net/504516/,来源功效分类直接映射
already_present,,醋酸泼尼松片,醋酸泼尼松片(力生),8,,0.92,抗过敏,https://ypk.39.net/guomin/,https://ypk.39.net/507704/,来源功效分类直接映射
already_present,,乌蛇止痒丸,乌蛇止痒丸(中一牌),8,,0.92,抗过敏,https://ypk.39.net/guomin/,https://ypk.39.net/509551/,来源功效分类直接映射
already_present,,复方曲安奈德乳膏,复方曲安奈德乳膏(康纳乐),9,,0.92,抗过敏,https://ypk.39.net/guomin/,https://ypk.39.net/501661/,人工审计按 PDF 类别边界修正
already_present,,鼻炎康片,鼻炎康片(德众/中国药材),8,,0.92,抗过敏,https://ypk.39.net/guomin/,https://ypk.39.net/508898/,来源功效分类直接映射
already_present,,氟轻松维B6乳膏,氟轻松维B6乳膏(槐花维肤膏),9,,0.92,抗过敏,https://ypk.39.net/guomin/,https://ypk.39.net/508045/,人工审计按 PDF 类别边界修正
already_present,,糠酸莫米松乳膏,糠酸莫米松乳膏(仙琚/芙美松),9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/498221/,药名含明确外用剂型
already_present,,硼酸洗液,硼酸洗液,9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/741403/,药名含明确外用剂型
already_present,,复方樟脑乳膏,复方樟脑乳膏(宝树堂),9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/508039/,药名含明确外用剂型
already_present,,丁苯羟酸乳膏,丁苯羟酸乳膏(可润),9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/500590/,药名含明确外用剂型
review_unclassified,,复方醋酸曲安奈德溶液,复方醋酸曲安奈德溶液(新亚富龙),,,0.0,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/496149/,外用相关页面但剂型不能确认是外用药
already_present,,乙氧苯柳胺软膏,乙氧苯柳胺软膏(艾迪特),9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/741544/,药名含明确外用剂型
already_present,,氧化锌硫软膏,氧化锌硫软膏,9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/741541/,药名含明确外用剂型
already_present,,丙酸氯倍他索搽剂,丙酸氯倍他索搽剂(三益),9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/736870/,药名含明确外用剂型
already_present,,复方醋酸地塞米松凝胶,复方醋酸地塞米松凝胶(舒伕),9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/740694/,药名含明确外用剂型
already_present,,盐酸环丙沙星凝胶,盐酸环丙沙星凝胶(冯了性),9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/760605/,药名含明确外用剂型
already_present,,氧化锌软膏,氧化锌软膏,9,,0.92,皮炎湿疹,https://ypk.39.net/piyan/,https://ypk.39.net/496917/,药名含明确外用剂型
review_unclassified,,杞菊地黄丸,杞菊地黄丸(同仁堂)(水蜜丸),,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/508719/,外用相关页面但剂型不能确认是外用药
already_present,,苄达赖氨酸滴眼液,苄达赖氨酸滴眼液(莎普爱思),9,,0.92,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/508508/ | https://ypk.39.net/584860/,药名含明确外用剂型
already_present,,四味珍层冰硼滴眼液,四味珍层冰硼滴眼液(珍视明),9,,0.92,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/510155/,药名含明确外用剂型
already_present,,氯霉素滴眼液,氯霉素滴眼液(润舒),9,,0.92,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/507591/,药名含明确外用剂型
review_unclassified,,复方血栓通胶囊,复方血栓通胶囊(众生),,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/760149/,外用相关页面但剂型不能确认是外用药
review_unclassified,,血栓通注射液,血栓通注射液,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/757560/,外用相关页面但剂型不能确认是外用药
already_present,,珍珠明目滴眼液,珍珠明目滴眼液,9,,0.92,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/508603/,药名含明确外用剂型
review_unclassified,,明目地黄丸,明目地黄丸(同仁堂),,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/568584/,外用相关页面但剂型不能确认是外用药
already_present,,复方硫酸软骨素滴眼液,复方硫酸软骨素滴眼液(润洁),9,,0.92,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/563855/,药名含明确外用剂型
review_unclassified,,地衣芽孢杆菌活菌胶囊,地衣芽孢杆菌活菌胶囊,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/500413/,外用相关页面但剂型不能确认是外用药
review_unclassified,,枯草杆菌二联活菌颗粒,枯草杆菌二联活菌颗粒,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/500803/,外用相关页面但剂型不能确认是外用药
review_unclassified,,双歧杆菌三联活菌肠溶胶囊,双歧杆菌三联活菌肠溶胶囊,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/508283/,外用相关页面但剂型不能确认是外用药
review_unclassified,,小儿七星茶颗粒,小儿七星茶颗粒,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/508863/,外用相关页面但剂型不能确认是外用药
review_unclassified,,同仁堂牌益生菌颗粒,同仁堂牌益生菌颗粒(甜橙口味),,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/510944/,外用相关页面但剂型不能确认是外用药
review_unclassified,,川奇牌川奇消食片,川奇牌川奇消食片,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/514677/,外用相关页面但剂型不能确认是外用药
review_unclassified,,神黄钠铝胶囊,神黄钠铝胶囊,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/630834/,外用相关页面但剂型不能确认是外用药
review_unclassified,,腹可安片,腹可安片,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/637063/ | https://ypk.39.net/637064/,外用相关页面但剂型不能确认是外用药
review_unclassified,,藿香清胃胶囊,藿香清胃胶囊,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/637125/,外用相关页面但剂型不能确认是外用药
review_unclassified,,消食养胃片,消食养胃片,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/637469/,外用相关页面但剂型不能确认是外用药
review_unclassified,,香砂六君丸,香砂六君丸,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/638984/,外用相关页面但剂型不能确认是外用药
review_unclassified,,正胃片,正胃片,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/638986/,外用相关页面但剂型不能确认是外用药
review_unclassified,,神曲胃痛胶囊,神曲胃痛胶囊,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/638988/,外用相关页面但剂型不能确认是外用药
review_unclassified,,亿方拔罐器,亿方拔罐器（手宁式）,,,0.0,眼科用药,https://ypk.39.net/yanke/,https://ypk.39.net/2026523/,外用相关页面但剂型不能确认是外用药
review_unclassified,,伊曲康唑胶囊,伊曲康唑胶囊(斯皮仁诺),,,0.0,灰指甲,https://ypk.39.net/huizhijia/,https://ypk.39.net/497064/,外用相关页面但剂型不能确认是外用药
